charity_number,name,activities,address,postcode,phone,email,website,income
210539,MAIDSTONE RELIEF IN NEED CHARITIES,"To relieve, either generally or individually, persons resident in the former Borough of Maidstone who are in conditions of need, hardship or distress.","MAIDSTONE BOROUGH COUNCIL, MAIDSTONE HOUSE, KING STREET, MAIDSTONE",ME15 6JQ,01622602030,debbiesnook@maidstone.gov.uk,,5133
210544,MAYNARD AND COTTON'S HOSPITAL,"To provide accommodation for elderly residents in twelve almshouse units, most of which can house couples, together with providing utility services for these dwellings. The criteria for residency is that the applicants must be of modest means and to have lived within the Canterbury City boundary for seven years.","Furley Page, 39-40 St. Margarets Street, Canterbury",CT1 2TX,01227863140,aas@furleypage.co.uk,,0
210633,ROYAL SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS KENT NORTH WEST BRANCH,Protects the welfare of all animals.,"20 Carters Wood, Hamstreet, ASHFORD, Kent",TN26 2NN,01322220921,info@rspca-kentnorthwest.org.uk,https://www.rspca-kentnorthwest.org.uk,217197
210635,ROYAL SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS TUNBRIDGE WELLS AND MAIDSTONE BRANCH,"Rehoming of unwanted cats and dogs, providing a clinic, neutering scheme and welfare vouchers for owners of animals who are in receipt of benefits","HEADCORN CATTERY, Stones Green, Maidstone Road, Headcorn, ASHFORD",TN27 9RS,01622891222,maidstonerspca@hotmail.co.uk,https://www.rspca-tunbridgewellsandmaidstone.org.uk,121646
210649,ELEEMOSYNARY CHARITIES,"Distribution of charity income to parishioners in need living in Brasted, Kent","THE OLD FORGE, RECTORY LANE, BRASTED, WESTERHAM",TN16 1JS,01959561345,brastedcharities@gmail.com,,734
210743,CANTERBURY AND DISTRICT BRANCH OF THE RSPCA,Promote animal welfare.,"C A D A C, Haseden Farm, Island Road, Hersden, Canterbury",CT3 4JD,01227719113,admin@rspca-canterbury.org.uk,https://www.rspca-canterbury.org.uk,987070
210772,THE REEVES AND FINES FUND,"Assists members, former members of the Port of London Authority and their dependents, who are in need, hardship or distress or suffering from sickness, infirmity or disability; and for the education or training of young persons pursuing or desiring to pursue a career on the tidal Thames.","PORT OF LONDON AUTHORITY, LONDON RIVER HOUSE, ROYAL PIER ROAD, GRAVESEND",DA12 2BG,01474562232,karen.fuller@pla.co.uk,https://www.pla.co.uk,26940
210782,THE H S VERE-HODGE CHARITY,The charity provides support for educational purposes.,"SKINNERS HALL, 8 DOWGATE HILL, LONDON",EC4R 2SP,02072365629,enquiries@skinners.org.uk,,0
210798,JULIUS LUCIUS BRENCHLEY FOR PUBLIC MUSEUM (THE BRENCHLEY TRUST),"It is the primary duty of the Trustees to ensure, as far as possible, that the artefacts which make up the Collections accumulated by Julius Lucius Brenchley, and given to Maidstone Museum for the enlightenment of the people of Maidstone, are maintained, preserved and exhibited.","MAIDSTONE BOROUGH COUNCIL, MAIDSTONE HOUSE, KING STREET, MAIDSTONE",ME15 6JQ,01622602030,debbiesnook@maidstone.gov.uk,,2498
210799,THE BENTLIF WING TRUST,The Trustees are responsible for the management and control of the Bentlif Collection at Maidstone Museum and Bentlif Art Gallery and the use and control of the Galleries under their auspices.,"MAIDSTONE BOROUGH COUNCIL, MAIDSTONE HOUSE, KING STREET, MAIDSTONE",ME15 6JQ,01622602030,debbiesnook@maidstone.gov.uk,,911
210859,MRS MOORE'S BEQUEST,"Used for the benefit, either individually or collectively, of those men and women of pensionable age who are part of groups in Biggin Hill supported by the Church of England.","10 CHURCH ROAD, BIGGIN HILL, WESTERHAM",TN16 3LB,01959575023,admin@movingchurch.org,https://movingchurch.org,1439
210899,JOHN FRANKLYN'S ALMSHOUSES (INCLUDING SUBSIDIARY CHARITY OF MARY ROSAMOND WALTER),We provide six almshouse cottages in East Farleigh for the poor of the Parish,"Glen Clova, Workhouse Lane, East Farleigh, Maidstone",ME15 0QB,01622745894,glenclovaha@btinternet.com,,28074
210900,JOHN BUNYAN LEAVER CHARITY (KNOWN LOCALLY AS EAST FARLEIGH COAL CHARITY),The charity receives rent from allotments and uses the money primarily to give small donations to individuals experiencing problems. The money is also used to maintain the allotment site in good condition.,"4 Court Lodge Cottages, Lower Road, East Farleigh, Maidstone",ME15 0JL,07857824964,jblcharity@gmail.com,,892
210958,FOLKESTONE RELIEF IN NEED CHARITY,Makes donations to local charitable organisations who provide help and support for the needy and elderly,"Magee Gammon Chartered Accountants, Henwood House, Henwood, ASHFORD, Kent",TN24 8DH,07970815293,info@almshousefolkestone.co.uk,,3097
210992,UNITED MUNICIPAL CHARITIES,Provides small pensions and small educational grants to Canterbury City residents plus distributes food and clothing vouchers at Christmas to the needy within the Canterbury city boundary.,"Furley Page, 39-40 St. Margarets Street, Canterbury",CT1 2TX,01227863140,aas@furleypage.co.uk,,11090
211028,THE CHARITY KNOWN AS THE RETREAT,Owning & renting 2 bungalows to elderly people who need them.,"Elliots House, Rogues Hill, Penshurst, TONBRIDGE, Kent",TN11 8BQ,07590927329,janecmars@gmail.com,,13467
211205,ALMSHOUSE CHARITY,To provide accommodation for the needy who have been associated with the Parish of Penshurst.,"THE VILLAGE HOUSE, HIGH STREET, PENSHURST, TONBRIDGE",TN11 8BT,07918072271,john.m.oshea@icloud.com,,28742
211227,KENT NURSING INSTITUTION,Supplying equipment to help disabled assisting housebound & sick.,"MICHAELMAS COTTAGE, STAN LANE, WEST PECKHAM, MAIDSTONE",ME18 5JT,01622817693,woolystevenson@yahoo.co.uk,,6760
211272,THE HONYWOOD AND DOUGLAS CHARITY,Provision of housing for older local people,"THE HOMESTEAD, HEADCORN ROAD, GRAFTY GREEN, MAIDSTONE",ME17 2AP,01622851995,,,163411
211294,VALENTINE KNOTT'S BENEFACTION,To Help the poor of the parish,"Cloud End, Forge Hill, Aldington, ASHFORD, Kent",TN25 7DT,01233720241,,,0
211448,THE CHURCH ESTATE,In accordance with the Trusts Deed the Charity raises funds which are distributed towards the Maintenance of Divine Worship at St. Marys Thurnham,"Ty Saith Vicarage, Weavering Street, Weavering, MAIDSTONE, Kent",ME14 5JQ,01622630598,,https://www.pilgrimswaychurches.org.uk,52469
211528,FOLKESTONE MUNICIPAL CHARITY,To provide financial help to the poor and needy residents living in the borough of Folkestone.,"ROMNEY HOUSE, CLIFF ROAD, HYTHE",CT21 5XA,01303260144,mac042263@gmail.com,,196877
211606,MARGARET HYDE,"Provides and maintains 4 properties for elderly/poor in local parish of Chiddingstone, Kent at a low charge","Salehurst Barn, Oak Lane, Blackham, Kent",TN3 9UB,01892740753,louise.clerk@chiddingstone.org,,24758
211661,OLIVER NORTH CHARITY,MANAGEMENT OF ONE ALMSHOUSE,"Anglers Oast, Church Lane, West Farleigh, Maidstone",ME15 0DT,07887992252,,,9184
211689,WILLIAM ROLFE,"TO PROVIDE INCOME TOWARDS DEFRAYING THE COST OF SERVICES FORMERLY PROVIDED BY THE PARISH CLERK IN THE ECCLESIASTICAL PARISH OF SAINT JOHN AND SAINT MARY, HIGHAM, KENT.  IF THE INCOME IS NOT REQUIRED FOR THIS PURPOSE IN ANY YEAR, THEN IT IS USED FOR THE RELIGIOUS AND OTHER CHARITABLE WORK OF THE CHURCH OF ENGLAND IN THE ECCLESIASTICAL PARISH.","12 Villa Road, Higham, Rochester",ME3 7BS,01474823423,,,11106
211734,ASH WAR MEMORIAL,Provides the Ash War Memorial,"ASH PARISH COUNCIL, Ash Village Hall, Queens Road, ASH, CANTERBURY Kent",CT3 2BG,07956994601,clerk@ashparishcouncil.gov.uk,https://www.ashparishcouncil.gov.uk,0
211760,THE ALEXANDRA HOMES,The provision and maintenance of housing for the elderly and needy residents of Margate,"The Office, Alexandra Homes, Tivoli Road, MARGATE",CT9 5SG,01843223601,office@alexandrahomes.org.uk,,219841
211785,SOUTHFLEET MEMORIAL FUND,the charity operates in the parish of southfleet. we the trustees try to be aware of any parishioner who may require help.,"1 YEW TREE COTTAGES, STATION ROAD, SOUTHFLEET, GRAVESEND",DA13 9PJ,01474833622,heatherwakeman830@btinternet.com,,904
211856,LYDIA WESTMORLAND KEARTON CHARITY,Annual income for the general benefit of poor persons resident in the Ramsgate area.,"7 Rugby Close, BROADSTAIRS, Kent",CT10 2XA,07884977707,,,449
211857,MARY PETLEY,Providing small gift for elderly parishioners of St George Ramsgate,"7 Rugby Close, BROADSTAIRS, Kent",CT10 2XA,07884977707,,,500
211858,RAMSGATE AND ST LAURENCE MATERNITY ASSOCIATION AND MOTHERCRAFT CLUB,"Annual income for the benefit before, during & after confinement of needy women in Ramsgate plus assisting needy children in Ramsgate up to the age of 5 years.","7 Rugby Close, BROADSTAIRS, Kent",CT10 2XA,07884977707,,,510
211897,NUCKELL'S ALMSHOUSES,Provides housing for  needy persons - preferably those who have resided in Thanet for several years.,"11 Fairlawn Road, RAMSGATE, Kent",CT12 6RZ,01843593963,admin@nuckellsalmshouses.co.uk,,18643
212236,THE ADKINSON RELIEF IN NEED CHARITY,"Relief of need generally or individually women resident in Canterbury by making grants of money, or paying for items or services calculated to reduce the level of need being suffered.","The Parish Office, 15 Church Street, St. Pauls, CANTERBURY, Kent",CT1 1NH,01227 768072,adkinsoncharities@gmail.com,,4272
212297,"'TYNWALD' RESIDENTIAL HOME FOR THE ELDERLY, HYTHE",Provides accommodation and care for the elderly,"Tynwald Residential Home, Hillside Street, HYTHE, Kent",CT21 5DJ,01303267629,ceo@tynwaldhythe.org.uk,https://www.tynwald.org.uk,1310399
212355,The Worley Day Trust,To relieve either generally or individually those resident in the Borough of Maidstone or nearby who are in a condition of need hardship or distress,"Whitehead Monckton, Towergate House, Eclipse Park,Sittingbourne Road, MAIDSTONE, Kent",ME14 3EN,01622750504,secretary@worleyday.org.uk,,20
212358,KING GEORGE V MEMORIAL HOUSES,"To provide accommodation for older people who are in need and who have lived for at least two years in the Borough of Gillingham, Kent.","The Trust Office, Unit 33, Dean Court, Bowmans Close, LONDON",W13 9YU,02085797411,bolaji.campbell@yourpathways.org.uk,https://www.yourpathways.org.uk,71987
212360,GILLINGHAM UNITED CHARITIES,"The purpose of the charity is to provide assistance to the poor, sick and needy of the ancient parish of Gillingham.","MEDWAY COUNCIL, GUN WHARF, DOCK ROAD, CHATHAM",ME4 4TR,01634332319,robin.baker@medway.gov.uk,,926
212489,THE KENT ORNITHOLOGICAL SOCIETY,(a) Study and record of all aspects of the avifauna of Kent(b) Co-operate with national ornithological and other bodies in scientific ornithological enquiries(c) Promote increased interest in ornithology in Kent(d) Support conservation of bird life in the county,"12 CHICHESTER CLOSE, WITLEY, GODALMING",GU8 5PA,01428683778,michaelvhenty@gmail.com,https://www.kentos.org.uk,15580
212503,MARGATE AND DR PEETE'S CHARITY,"Relief of poverty for residents of the former Borough of Margate, Kent by paying for goods, services or facilities.","FLAT 4, 16 GRANVILLE ROAD, BROADSTAIRS, KENT",CT10 1QB,01843226173,info@drpeetescharity.co.uk,https://no.website,9796
212510,RUSHBEECHER AND RUTTER CHARITY,"To relieve either generally or individually persons who are in condition of need, hardship or distress","Pinfarthings, 1 Seaths Corner, Staple Road, Wingham, Canterbury, Kent",CT3 1AJ,01227720378,,,1278
212669,THE TUNBRIDGE WELLS AID IN SICKNESS FUND,"The relief of poverty by providing benefits within the area comprising the boroughs of Sevenoaks, Tonbridge & Malling and Tunbridge Wells in the county of Kent.","Imago Community, Shaw Wood House, Lamberhurst Vineyard  Furnace Lane, Lamberhurst, Kent",TN3 8LA,01892530330,lynn.parsons@imago.community,https://www.imago.community,2284
212777,PICCADILLY LODGE NO 2550 BENEVOLENT FUND,Masonic Lodge donations to Masonic and Local good causes,"8 Langdale Close, FARNBOROUGH",GU14 0LQ,01252377891,BernardClark_918@hotmail.com,,406
212828,RICHARD WATTS AND THE CITY OF ROCHESTER ALMSHOUSE CHARITIES,Provision of Almshouse accommodation. Grant making to relieve sickness or need to persons resident in the City of Rochester,"The Office, Watts Almshouses, Maidstone Road, Rochester",ME1 1SE,01634842194,martin.sissons@richardwatts.org.uk,https://www.richardwatts.org.uk,1544562
212868,ARTHUR INGRAM TRUST,"To provide financial assistance towards education/training for young people aged between 14 and 20 years inclusive, who live in the Medway Council area,where they or their parents lack the necessary financial resources.","MEDWAY COUNCIL, GUN WHARF, DOCK ROAD, CHATHAM",ME4 4TR,01634332319,robin.baker@medway.gov.uk,,88133
212928,TRINITY WAR MEMORIAL GARDENS,,,,,,,0
212940,ASHFORD AND DISTRICT RIFLE CLUB,Target Shooting Club,"Chart Road, Great Chart, Ashford, Kent",TN2 3AE,01233632415,adrcrifleclub@gmail.com,https://www.ashfordanddistrictrifleclub.co.uk,37081
212970,CHISLET UNITED CHARITIES,"Distribution of cash, at Christmas, to residents of the Parish who are over 65 years if age and have lived in the parish for 3 years.","84 Roberts Road, Greatstone, NEW ROMNEY",TN28 8RG,07547194035,chisletparishcouncil@outlook.com,,1326
212985,CHARITY OF SAMUEL DANIEL EWINS,"Provides small sums for religious activities for children and young people in the parish of Harbledown, Kent","48 ST. MARTINS HILL, CANTERBURY",CT1 1PP,01227 451281,,,24
213009,DAME D E PEARCE,Religious Activities,"56 Waterside Lane, Gillingham",ME7 2SE,01634 932135,treasurer@gillinghamparishchurch.org.uk,,0
213093,THE THANET CHARITIES,The payment of voluntary monthly donations to elderly members of Hothfield Village as well as the payment of a small number of hardship payments to qualifying individuals.,"THANET HOUSE, BETHERSDEN ROAD, HOTHFIELD, ASHFORD",TN26 1EP,01233 638505,,,7379
213116,THE KENT BAND OF HOPE AND TEMPERANCE FEDERATION,"The KTF is a christian charity which provides informative literature concerning alcohol and drug education, and speakers with an ability to deliver the same in an interesting format,  to schools, youth groups, churches and individuals.","KENT BAND OF HOPE AND TEMPERANCE, 4 BROADWOOD, GRAVESEND",DA11 7RX,01474331600,,,1668
213194,SUTTON-AT-HONE VILLAGE HALL,Provision of a hall available to hire for community activities and sport.,"34 KEITH AVENUE, SUTTON AT HONE, DARTFORD",DA4 9HH,01322223993,,,12519
213213,"HOSPITAL OF SIR JOHN HAWKINS, KNIGHT, IN CHATHAM","Under the Statutory Instrument of 1983 and Scheme Amendment of 1996, the provision of well maintained almshouse accommodation for the relief of needy or disabled persons who have served in the; Royal Navy, Royal Marines, WRNS QARNNS, Royal Fleet Auxiliary, Merchant Navy, Army, Royal Air Force or has been employed in HM Dockyards on the construction, maintenance, refitting or repair of HM Ships.","DEPUTY GOVERNOR, HOSPITAL OF SIR JOHN HAWKINS, KNIGHT IN CHATHAM, HIGH STREET, CHATHAM KENT",ME4 4EW,070000000,hawkinshospital@gmail.com,https://www.hawkinshospital.org.uk,67993
213306,SNODLAND CLOCK TOWER TRUST,Care and Upkeep of the Snodland Clocktower,"Snodland Town Council, Town Hall, Waghorn Road, Snodland",ME6 5BQ,01634240228,enquiries@snodlandcouncil.co.uk,,1313
213310,HIGH HALDEN WAR MEMORIAL HALL,"Village Hall providing a venue for organised exercise and social activities (including private parties),  children's and young peoples' meetings (Brownies),  Parish meetings, and as a polling station.","3 WOODCOTE, ASHFORD ROAD, HIGH HALDEN, ASHFORD",TN26 3LL,07591289859,daveahardy@hotmail.co.uk,,10073
213319,EASTBRIDGE HOSPITAL (OR ST THOMAS),"Almshouse foundation with premises open to the public and having also an educational mandate. Includes Franciscan gardens (greyfriars), the site of the first Franciscan Monastery in England. Eastbridge Hospital is an Anglican foundation with chapels in regular use.","Eastbridge Hospital, 25, High Street, CANTERBURY",,01227761272,clerk@eastbridgehospital.org.uk,https://www.eastbridgehospital.org.uk,244657
